Player,Pos,Team,Season
George Gervin,SF,SAS,1979
World B. Free,PG,SDC,1979
Moses Malone,C,HOU,1979
Marques Johnson,SF,MIL,1979
Paul Westphal,SG,PHO,1979
Artis Gilmore,C,CHI,1979
Kareem Abdul-Jabbar,C,LAL,1979
Walter Davis,SF,PHO,1979
David Thompson,SG,DEN,1979
Julius Erving,SF,PHI,1979
John Drew,SF,ATL,1979
Larry Kenon,PF,SAS,1979
Elvin Hayes,PF,WSB,1979
Otis Birdsong,SG,KCK,1979
Bernard King,SF,NJN,1979
George McGinnis,PF,DEN,1979
Randy Smith,SG,SDC,1979
Calvin Murphy,PG,HOU,1979
John Williamson,SG,NJN,1979
Campy Russell,SF,CLE,1979
Bob Dandridge,SF,WSB,1979
Brian Winters,SG,MIL,1979
Jamaal Wilkes,SF,LAL,1979
Tom Owens,C,POR,1979
Cedric Maxwell,SF,BOS,1979
M.L. Carr,SF,DET,1979
Bob McAdoo,C,2TM,1979
Bob McAdoo,PF,NYK,1979
Bob McAdoo,C,BOS,1979
Gus Williams,PG,SEA,1979
Truck Robinson,PF,2TM,1979
Truck Robinson,PF,NOJ,1979
Truck Robinson,PF,PHO,1979
Johnny Davis,PG,IND,1979
Spencer Haywood,PF,2TM,1979
Spencer Haywood,PF,NYK,1979
Spencer Haywood,PF,NOJ,1979
Rudy Tomjanovich,PF,HOU,1979
Maurice Lucas,PF,POR,1979
Norm Nixon,PG,LAL,1979
Ricky Sobers,SG,IND,1979
Ray Williams,PG,NYK,1979
Austin Carr,SG,CLE,1979
Dan Issel,C,DEN,1979
Alvan Adams,C,PHO,1979
James Edwards,C,IND,1979
Toby Knight,SF,NYK,1979
Reggie Theus,PG,CHI,1979
Scott Wedman,SF,KCK,1979
Jim McElroy,PG,NOJ,1979
John Lucas,PG,GSW,1979
John Long,SG,DET,1979
Robert Parish,C,GSW,1979
Alex English,SF,IND,1979
Jack Sikma,C,SEA,1979
Dennis Johnson,SG,SEA,1979
Junior Bridgeman,SG,MIL,1979
James Silas,PG,SAS,1979
Mickey Johnson,PF,CHI,1979
Phil Ford,PG,KCK,1979
Kevin Porter,PG,DET,1979
Rich Kelley,C,NOJ,1979
Bob Lanier,C,DET,1979
Chris Ford,SG,2TM,1979
Chris Ford,SG,DET,1979
Chris Ford,SG,BOS,1979
Eddie Johnson,SG,ATL,1979
Dan Roundfield,PF,ATL,1979
Sonny Parker,SF,GSW,1979
Mike Bantom,PF,IND,1979
Phil Smith,SG,GSW,1979
Nick Weatherspoon,SF,SDC,1979
Billy Knight,SF,2TM,1979
Billy Knight,SF,BOS,1979
Billy Knight,SF,IND,1979
Dave Cowens,C,BOS,1979
Pete Maravich,SG,NOJ,1979
Jim Chones,C,CLE,1979
Bill Robinzine,PF,KCK,1979
Rick Barry,SF,HOU,1979
Ron Brewer,SG,POR,1979
Fred Brown,PG,SEA,1979
Mychal Thompson,C,POR,1979
Eric Money,PG,2TM,1979
Eric Money,PG,NJN,1979
Eric Money,PG,PHI,1979
Terry Tyler,PF,DET,1979
Adrian Dantley,SF,LAL,1979
Wilbur Holland,SG,CHI,1979
Lonnie Shelton,PF,SEA,1979
Darryl Dawkins,C,PHI,1979
Eddie Jordan,PG,NJN,1979
Kevin Grevey,SF,WSB,1979
Kent Benson,C,MIL,1979
Henry Bibby,PG,PHI,1979
Lionel Hollins,PG,POR,1979
Bobby Jones,PF,PHI,1979
Mitch Kupchak,PF,WSB,1979
Charlie Scott,PG,DEN,1979
Jo Jo White,PG,2TM,1979
Jo Jo White,PG,BOS,1979
Jo Jo White,PG,GSW,1979
Terry Furlow,SG,2TM,1979
Terry Furlow,SG,CLE,1979
Terry Furlow,SG,ATL,1979
Gail Goodrich,SG,NOJ,1979
Kermit Washington,PF,SDC,1979
Doug Collins,SG,PHI,1979
Billy Paultz,C,SAS,1979
Bob Wilkerson,SF,DEN,1979
John Johnson,SF,SEA,1979
Robert Reid,SF,HOU,1979
Leon Douglas,C,DET,1979
Sam Lacey,C,KCK,1979
Mike Mitchell,SF,CLE,1979
Steve Hawes,PF,ATL,1979
Swen Nater,C,SDC,1979
Ernie Grunfeld,SF,MIL,1979
Wes Unseld,C,WSB,1979
Tom Boswell,PF,DEN,1979
Armond Hill,PG,ATL,1979
John Mengelt,SG,CHI,1979
Rick Robey,C,2TM,1979
Rick Robey,C,IND,1979
Rick Robey,C,BOS,1979
Bingo Smith,SG,CLE,1979
Purvis Short,PF,GSW,1979
Earl Monroe,SG,NYK,1979
Mike Newlin,SG,HOU,1979
Sidney Wicks,PF,SDC,1979
Lou Hudson,SG,LAL,1979
Tiny Archibald,PG,BOS,1979
Mark Olberding,PF,SAS,1979
Butch Lee,PG,2TM,1979
Butch Lee,PG,ATL,1979
Butch Lee,PG,CLE,1979
Tom Henderson,PG,WSB,1979
Jim Cleamons,PG,NYK,1979
Charles Johnson,SG,WSB,1979
Freeman Williams,SG,SDC,1979
Aaron James,SF,NOJ,1979
Caldwell Jones,C,PHI,1979
Jeff Judkins,SF,BOS,1979
Steve Mix,SF,PHI,1979
Maurice Cheeks,PG,PHI,1979
Tree Rollins,C,ATL,1979
Marvin Webster,C,NYK,1979
Larry Wright,PG,WSB,1979
Nate Williams,SG,GSW,1979
Dave Twardzik,PG,POR,1979
Mike Gale,SG,SAS,1979
Ollie Johnson,SF,CHI,1979
Mark Landsberger,PF,CHI,1979
Winford Boynes,SG,NJN,1979
Don Buse,PG,PHO,1979
Greg Ballard,SF,WSB,1979
Mike Bratz,PG,PHO,1979
T.R. Dunn,SG,POR,1979
Earl Tatum,SG,2TM,1979
Earl Tatum,SG,BOS,1979
Earl Tatum,SG,DET,1979
Joe Meriweather,C,2TM,1979
Joe Meriweather,C,NOJ,1979
Joe Meriweather,C,NYK,1979
Billy McKinney,PG,KCK,1979
Ron Boone,SG,LAL,1979
Mike Dunleavy,SG,HOU,1979
John Gianelli,C,MIL,1979
Mike Glenn,SG,NYK,1979
Quinn Buckner,PG,MIL,1979
Kevin Restani,PF,MIL,1979
Mike Green,C,SAS,1979
Jack Givens,SF,ATL,1979
Tom McMillen,C,ATL,1979
Clifford Ray,C,GSW,1979
Foots Walker,PG,CLE,1979
Darnell Hillman,PF,KCK,1979
Alvin Scott,SF,PHO,1979
Jan van Breda Kolff,SF,NJN,1979
Ron Lee,PG,2TM,1979
Ron Lee,PG,PHO,1979
Ron Lee,PG,NOJ,1979
Joe Bryant,PF,PHI,1979
Kenny Carr,PF,LAL,1979
Don Ford,PF,LAL,1979
Robert Smith,PG,DEN,1979
Kevin Kunnert,C,SDC,1979
Bob Nash,SF,KCK,1979
Larry Steele,SG,POR,1979
George Johnson,C,NJN,1979
Bob Gross,SF,POR,1979
Ben Poquette,PF,DET,1979
Wilson Washington,PF,NJN,1979
Anthony Roberts,SF,DEN,1979
Coby Dietrick,C,SAS,1979
Joel Kramer,PF,PHO,1979
Marty Byrnes,SF,2TM,1979
Marty Byrnes,SF,PHO,1979
Marty Byrnes,SF,NOJ,1979
Allan Bristow,SF,SAS,1979
Michael Ray Richardson,PG,NYK,1979
Dwight Jones,C,HOU,1979
Paul Silas,PF,SEA,1979
James Hardy,SF,NOJ,1979
Tom Burleson,C,KCK,1979
Ralph Simpson,SG,2TM,1979
Ralph Simpson,SG,PHI,1979
Ralph Simpson,SG,NJN,1979
Tom Abernethy,PF,GSW,1979
George Johnson,PF,MIL,1979
Jim Price,PG,LAL,1979
Gar Heard,PF,PHO,1979
Wally Walker,SF,SEA,1979
John Brown,SF,CHI,1979
Dave Robisch,C,LAL,1979
Don Chaney,SG,BOS,1979
Corky Calhoun,SF,IND,1979
Glen Gondrezick,SF,NYK,1979
Lloyd Walton,PG,MIL,1979
Phil Jackson,PF,NJN,1979
Marlon Redmond,SG,2TM,1979
Marlon Redmond,SG,KCK,1979
Marlon Redmond,SG,PHI,1979
Curtis Rowe,PF,BOS,1979
Kenny Higgs,PG,CLE,1979
Len Elmore,C,IND,1979
John Lambert,PF,CLE,1979
Tim Bassett,PF,NJN,1979
Marvin Barnes,PF,BOS,1979
Jim Brewer,PF,2TM,1979
Jim Brewer,PF,CLE,1979
Jim Brewer,PF,DET,1979
Raymond Townsend,SG,GSW,1979
Paul Griffin,PF,NOJ,1979
Kevin Stacom,SG,2TM,1979
Kevin Stacom,SG,IND,1979
Kevin Stacom,SG,BOS,1979
Bayard Forrest,C,PHO,1979
Wayne Cooper,C,GSW,1979
Charlie Criss,PG,ATL,1979
Al Skinner,SG,2TM,1979
Al Skinner,SG,NJN,1979
Al Skinner,SG,PHI,1979
Louie Dampier,PG,SAS,1979
Harvey Catchings,C,2TM,1979
Harvey Catchings,C,PHI,1979
Harvey Catchings,C,NJN,1979
Frankie Sanders,SF,2TM,1979
Frankie Sanders,SF,SAS,1979
Frankie Sanders,SF,BOS,1979
Tom LaGarde,C,SEA,1979
Clemon Johnson,C,POR,1979
Tommie Green,PG,NOJ,1979
Slick Watts,PG,HOU,1979
Joe Hassett,SG,SEA,1979
Ira Terrell,SF,2TM,1979
Ira Terrell,SF,NOJ,1979
Ira Terrell,SF,POR,1979
Gus Gerard,SF,2TM,1979
Gus Gerard,SF,DET,1979
Gus Gerard,SF,KCK,1979
Kim Hughes,C,DEN,1979
Dick Snyder,SG,SEA,1979
Wayne Radford,SG,IND,1979
Rick Wilson,SG,ATL,1979
John Rudd,SF,NYK,1979
Rickey Green,PG,DET,1979
Dave Corzine,C,WSB,1979
Andre Wakefield,SG,2TM,1979
Andre Wakefield,SG,CHI,1979
Andre Wakefield,SG,DET,1979
Ted McClain,SG,PHO,1979
Tom Barker,C,3TM,1979
Tom Barker,C,HOU,1979
Tom Barker,C,BOS,1979
Tom Barker,C,NYK,1979
Harry Davis,SF,CLE,1979
Connie Norman,SG,SDC,1979
Lucius Allen,PG,KCK,1979
Phil Chenier,SG,WSB,1979
Elmore Smith,C,CLE,1979
Scott May,SF,CHI,1979
Wesley Cox,SF,GSW,1979
Ron Carter,SG,LAL,1979
Walt Frazier,PG,CLE,1979
Dennis Awtrey,C,2TM,1979
Dennis Awtrey,C,BOS,1979
Dennis Awtrey,C,SEA,1979
Bob Elliott,PF,NJN,1979
Earl Williams,C,BOS,1979
Charles Dudley,PG,CHI,1979
Bo Ellis,PF,DEN,1979
Scott Lloyd,C,2TM,1979
Scott Lloyd,C,SDC,1979
Scott Lloyd,C,CHI,1979
Norm Van Lier,PG,MIL,1979
Steve Green,SF,IND,1979
Alonzo Bradley,SF,HOU,1979
Steve Sheppard,SF,2TM,1979
Steve Sheppard,SF,CHI,1979
Steve Sheppard,SF,DET,1979
Bob Bigelow,SF,SDC,1979
Glenn Mosley,PF,SAS,1979
Jim McMillian,SF,POR,1979
Roger Phegley,SG,WSB,1979
Brad Davis,PG,2TM,1979
Brad Davis,PG,LAL,1979
Brad Davis,PG,IND,1979
Lars Hansen,C,SEA,1979
Brian Taylor,PG,SDC,1979
Essie Hollis,SF,DET,1979
Tate Armstrong,SG,CHI,1979
Ron Behagen,PF,3TM,1979
Ron Behagen,PF,DET,1979
Ron Behagen,PF,NYK,1979
Ron Behagen,PF,KCK,1979
Kim Anderson,SF,POR,1979
Otis Howard,PF,2TM,1979
Otis Howard,PF,MIL,1979
Otis Howard,PF,DET,1979
Willie Smith,PG,POR,1979
Jacky Dorsey,SF,HOU,1979
Sam Smith,SF,MIL,1979
Jackie Robinson,SF,SEA,1979
John Kuester,PG,DEN,1979
John Olive,SF,SDC,1979
Keith Herron,SG,ATL,1979
Phil Hicks,SF,DEN,1979
Richard Washington,PF,KCK,1979
Jerome Whitehead,C,SDC,1979
Tony Robertson,SG,GSW,1979
Larry McNeill,PF,DET,1979
Greg Bunch,SF,NYK,1979
Geoff Crompton,C,DEN,1979
Ray Epps,SF,GSW,1979
Butch Beard,PG,NYK,1979
Bubbles Hawkins,SG,DET,1979
E.C. Coleman,PF,HOU,1979
Lloyd Neal,PF,POR,1979
Dennis Boyd,PG,DET,1979
Michael Cooper,SG,LAL,1979
Gus Bailey,SG,NOJ,1979
Stan Pietkiewicz,SG,SDC,1979
Del Beshore,PG,MIL,1979
League Average,,,1979
